UnixTime,102,105,106,108,109,10C,10F
1580,平飞,向右飞行,向右下降飞行,平飞,向左下降飞行,向右飞行,下降飞行
1581,平飞,向右飞行,向右下降飞行,平飞,向左下降飞行,向右飞行,下降飞行
1582,平飞,向右飞行,向右下降飞行,平飞,向左下降飞行,向右飞行,下降飞行
1583,平飞,向右飞行,向右下降飞行,平飞,向左下降飞行,向右飞行,下降飞行
1584,平飞,向右飞行,向右下降飞行,平飞,向左下降飞行,向右飞行,下降飞行
1585,平飞,向右飞行,向右下降飞行,平飞,向左下降飞行,向右飞行,下降飞行
1586,平飞,向右飞行,向右飞行,平飞,向左下降飞行,向右飞行,下降飞行
1587,平飞,向右飞行,向右飞行,平飞,向左下降飞行,向右飞行,下降飞行
1588,向右飞行,向右飞行,向右飞行,平飞,向左下降飞行,向右飞行,下降飞行
1589,向右飞行,向右飞行,向右飞行,平飞,向左下降飞行,向右飞行,下降飞行
1590,向右飞行,向右飞行,向右飞行,平飞,向左下降飞行,向右飞行,下降飞行
1591,向右飞行,向左飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1592,向右飞行,向左飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1593,向右飞行,向左飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1594,向右飞行,向左飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1595,向右飞行,向左飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1596,向右飞行,向左飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1597,向右飞行,向左飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1598,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1599,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1600,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1601,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1602,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1603,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1604,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1605,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1606,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1607,向右飞行,平飞,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1608,向右飞行,上升飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1609,向右飞行,上升飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1610,向右飞行,上升飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1611,向右飞行,上升飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1612,向右飞行,上升飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1613,向右飞行,上升飞行,向右飞行,平飞,向左下降飞行,向右飞行,向右飞行
1614,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右飞行
1615,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右飞行
1616,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右飞行
1617,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右飞行
1618,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左飞行,向右飞行
1619,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左飞行,向右飞行
1620,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左飞行,向右飞行
1621,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左飞行,向右飞行
1622,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左飞行,向右飞行
1623,向右飞行,上升飞行,平飞,向左下降飞行,向左下降飞行,向左飞行,向右飞行
1624,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1625,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1626,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1627,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1628,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1629,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1630,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1631,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1632,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1633,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1634,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1635,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1636,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1637,向右飞行,上升飞行,平飞,向左上升飞行,向左下降飞行,向左下降飞行,向右飞行
1638,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右飞行
1639,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右飞行
1640,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右飞行
1641,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1642,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1643,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1644,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1645,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1646,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1647,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1648,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1649,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1650,向右飞行,上升飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右飞行
1651,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1652,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1653,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1654,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1655,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1656,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1657,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1658,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右飞行
1659,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行
1660,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行
1661,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行
1662,向右飞行,上升飞行,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行
1663,向右飞行,上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行
1664,向右飞行,上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行
1665,向右飞行,上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1666,向右飞行,上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1667,向右飞行,上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1668,向右飞行,上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1669,向右飞行,上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1670,向右飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1671,向右飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1672,向右飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1673,向右飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1674,向右飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左下降飞行
1675,向右飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向左下降飞行
1676,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行
1677,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行
1678,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行
1679,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行
1680,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左下降飞行
1681,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左下降飞行
1682,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左下降飞行
1683,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左下降飞行
1684,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左下降飞行
1685,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左下降飞行
1686,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
1687,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
1688,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
1689,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
1690,向右飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
1691,向右飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向左上升飞行,向左上升飞行
1692,向右飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向右飞行,向左上升飞行
1693,向右飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向右飞行,向左上升飞行
1694,向右飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向右飞行,向左上升飞行
1695,向右飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向右飞行,向左上升飞行
1696,向右飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向右飞行,向左上升飞行
1697,向右飞行,平飞,向左下降飞行,向左飞行,向右下降飞行,向右飞行,向左上升飞行
1698,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向右飞行,向左上升飞行
1699,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向右飞行,向左上升飞行
1700,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向右飞行,向左上升飞行
1701,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向右飞行,向左上升飞行
1702,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1703,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1704,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,平飞,平飞
1705,向右飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,平飞,平飞
1706,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,平飞
1707,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,平飞
1708,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,平飞
1709,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,平飞
1710,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,平飞
1711,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,平飞
1712,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,向左下降飞行
1713,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,向左下降飞行
1714,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,向左下降飞行
1715,向右飞行,平飞,上升飞行,向左上升飞行,向右下降飞行,平飞,向左下降飞行
1716,向右飞行,向左飞行,上升飞行,向左上升飞行,向右下降飞行,平飞,向左下降飞行
1717,向右飞行,向左飞行,上升飞行,向左上升飞行,向右下降飞行,平飞,向左下降飞行
1718,向右飞行,向左飞行,上升飞行,向左上升飞行,向右下降飞行,平飞,向左下降飞行
1719,向右飞行,向左飞行,上升飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1720,向右飞行,向左飞行,上升飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1721,向右飞行,向左飞行,上升飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1722,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1723,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1724,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1725,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1726,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,向左上升飞行
1727,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,上升飞行
1728,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,上升飞行
1729,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,上升飞行
1730,向右飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,上升飞行
1731,向左飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,上升飞行
1732,向左飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,下降飞行
1733,向左飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,下降飞行
1734,向左飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,平飞,下降飞行
1735,向左飞行,向左飞行,下降飞行,向左上升飞行,向右下降飞行,向左飞行,下降飞行
1736,向左飞行,向左飞行,平飞,向左上升飞行,向右下降飞行,向左飞行,下降飞行
1737,向左飞行,向左飞行,平飞,向左上升飞行,向右下降飞行,向左飞行,下降飞行
1738,向左飞行,向左飞行,平飞,向左上升飞行,向右下降飞行,向左飞行,下降飞行
1739,向左飞行,向左飞行,平飞,向左上升飞行,向右下降飞行,向左飞行,下降飞行
1740,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,下降飞行
1741,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,下降飞行
1742,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,下降飞行
1743,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1744,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1745,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1746,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1747,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1748,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1749,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1750,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,向左飞行,向左飞行
1751,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1752,向左飞行,向左飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1753,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1754,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1755,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1756,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1757,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1758,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1759,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1760,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1761,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1762,向左飞行,下降飞行,平飞,向左上升飞行,向左上升飞行,上升飞行,向左飞行
1763,向左飞行,下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,向左飞行
1764,向左飞行,下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1765,向左飞行,下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1766,向左飞行,下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1767,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1768,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1769,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1770,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1771,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1772,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1773,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1774,向左飞行,向右下降飞行,平飞,向左飞行,向左上升飞行,向右下降飞行,向左飞行
1775,向左飞行,向右下降飞行,平飞,向左飞行,向左飞行,向右下降飞行,向左飞行
1776,向左飞行,向右下降飞行,平飞,向左飞行,向左飞行,向右下降飞行,向左飞行
1777,向左飞行,向右下降飞行,平飞,向右飞行,向左飞行,向右下降飞行,向左飞行
1778,向左飞行,向左下降飞行,平飞,向右飞行,向左飞行,向右下降飞行,向左飞行
1779,向左飞行,向左下降飞行,平飞,向右飞行,向左飞行,向右下降飞行,向左飞行
1780,向左飞行,向左下降飞行,平飞,向右飞行,向左飞行,向右下降飞行,向左飞行
1781,向左飞行,向左下降飞行,平飞,向右飞行,向左飞行,向右下降飞行,向左飞行
1782,向左飞行,向左下降飞行,平飞,向右飞行,向左飞行,向右下降飞行,向左飞行
1783,向左飞行,向左下降飞行,平飞,向右飞行,向左飞行,向右下降飞行,向左飞行
1784,向左飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左飞行
1785,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左飞行
1786,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左飞行
1787,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左飞行
1788,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1789,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1790,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1791,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1792,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1793,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1794,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1795,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1796,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向右下降飞行,向左下降飞行
1797,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左下降飞行
1798,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左下降飞行
1799,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左下降飞行
1800,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1801,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1802,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1803,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1804,向右飞行,向左下降飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1805,向右飞行,向右上升飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1806,向右飞行,向右上升飞行,向右飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1807,向右飞行,向右上升飞行,向右下降飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1808,向右飞行,向右上升飞行,向右下降飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1809,向右飞行,向右上升飞行,向右下降飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1810,向右飞行,向右上升飞行,向右下降飞行,向右飞行,向左飞行,向左上升飞行,向左飞行
1811,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左飞行
1812,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左飞行
1813,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1814,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1815,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1816,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1817,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1818,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1819,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1820,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向左上升飞行,向左下降飞行
1821,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向右下降飞行,向左下降飞行
1822,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向右下降飞行,向左下降飞行
1823,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向右下降飞行,向左下降飞行
1824,平飞,向右下降飞行,向右下降飞行,向左下降飞行,向左飞行,向右下降飞行,向左下降飞行
1825,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向右下降飞行,向左下降飞行
1826,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向右下降飞行,向左下降飞行
1827,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向左下降飞行,向左下降飞行
1828,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向左下降飞行,向左下降飞行
1829,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向左下降飞行,向左下降飞行
1830,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向左下降飞行,向左下降飞行
1831,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向左下降飞行,向左下降飞行
1832,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向左下降飞行,向左下降飞行
1833,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左飞行,向左下降飞行,向左下降飞行
1834,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1835,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1836,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1837,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1838,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1839,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1840,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1841,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左下降飞行
1842,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1843,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1844,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1845,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1846,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1847,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1848,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1849,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1850,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1851,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1852,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1853,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向左上升飞行
1854,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1855,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1856,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1857,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1858,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1859,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1860,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,向左上升飞行,向右上升飞行
1861,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行
1862,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向右上升飞行,平飞,向右上升飞行
