UnixTime,102,104,106,109,10C,10D,10E
4340,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4341,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4342,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4343,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4344,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4345,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4346,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4347,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4348,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4349,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4350,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4351,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4352,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4353,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4354,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4355,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4356,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4357,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4358,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4359,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4360,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4361,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4362,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4363,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4364,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4365,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4366,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4367,平飞,向右飞行,静止,静止,向左飞行,静止,向右下降飞行
4368,平飞,向右飞行,静止,静止,向左飞行,静止,向右下降飞行
4369,平飞,向右飞行,静止,静止,向左飞行,静止,向右下降飞行
4370,平飞,向右飞行,静止,静止,向左飞行,静止,向右下降飞行
4371,平飞,向右飞行,静止,静止,向左飞行,静止,向右下降飞行
4372,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4373,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4374,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4375,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4376,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4377,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4378,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4379,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4380,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4381,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4382,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4383,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4384,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4385,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4386,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4387,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4388,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4389,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4390,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4391,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4392,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4393,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4394,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4395,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4396,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4397,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4398,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4399,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4400,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4401,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4402,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4403,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4404,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4405,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4406,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4407,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4408,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4409,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4410,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4411,平飞,向右飞行,静止,静止,平飞,静止,向左飞行
4412,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4413,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4414,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4415,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4416,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4417,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4418,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4419,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4420,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4421,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4422,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4423,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4424,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4425,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4426,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4427,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4428,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4429,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4430,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4431,平飞,向右飞行,静止,静止,向左飞行,静止,向左飞行
4432,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4433,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4434,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4435,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4436,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4437,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4438,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4439,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4440,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4441,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4442,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4443,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4444,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4445,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4446,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4447,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4448,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4449,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4450,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4451,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4452,平飞,向右飞行,静止,静止,向左飞行,静止,向右飞行
4453,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4454,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4455,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4456,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4457,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4458,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4459,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4460,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4461,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4462,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4463,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4464,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4465,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4466,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4467,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4468,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4469,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4470,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4471,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4472,平飞,向右飞行,静止,静止,上升飞行,静止,向右飞行
4473,平飞,向右飞行,静止,静止,向左下降飞行,静止,向右飞行
4474,平飞,向右飞行,静止,静止,向左下降飞行,静止,向右飞行
4475,平飞,向右飞行,静止,静止,向左下降飞行,静止,向右飞行
4476,平飞,向右飞行,静止,静止,向左下降飞行,静止,向右飞行
4477,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4478,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4479,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4480,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4481,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4482,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4483,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4484,平飞,向右飞行,静止,静止,下降飞行,静止,向右飞行
4485,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4486,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4487,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4488,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4489,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4490,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4491,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4492,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4493,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4494,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4495,平飞,向右飞行,静止,静止,下降飞行,静止,向左下降飞行
4496,平飞,向右飞行,静止,静止,下降飞行,静止,向右下降飞行
4497,平飞,向右飞行,静止,静止,下降飞行,静止,向右下降飞行
4498,平飞,向右飞行,静止,静止,下降飞行,静止,向右下降飞行
4499,平飞,向右飞行,静止,静止,下降飞行,静止,向右下降飞行
4500,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4501,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4502,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4503,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4504,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4505,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4506,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4507,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4508,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4509,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4510,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4511,平飞,下降飞行,静止,静止,下降飞行,静止,向右下降飞行
4512,平飞,平飞,静止,静止,下降飞行,静止,向右下降飞行
4513,平飞,平飞,静止,静止,下降飞行,静止,向右下降飞行
4514,平飞,平飞,静止,静止,下降飞行,静止,向右下降飞行
4515,平飞,平飞,静止,静止,下降飞行,静止,向右下降飞行
4516,平飞,平飞,静止,静止,下降飞行,静止,向右下降飞行
4517,平飞,平飞,静止,静止,下降飞行,静止,向右飞行
4518,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4519,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4520,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4521,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4522,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4523,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4524,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4525,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4526,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4527,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4528,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4529,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4530,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4531,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4532,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4533,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4534,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4535,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4536,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4537,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4538,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4539,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4540,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4541,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4542,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4543,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4544,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4545,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4546,平飞,平飞,静止,静止,上升飞行,静止,向右飞行
4547,平飞,平飞,静止,静止,向右飞行,静止,向右飞行
4548,平飞,平飞,静止,静止,向右飞行,静止,向右飞行
4549,平飞,平飞,静止,静止,向右飞行,静止,向右飞行
4550,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4551,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4552,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4553,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4554,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4555,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4556,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4557,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4558,平飞,平飞,静止,静止,向右飞行,静止,向右下降飞行
4559,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4560,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4561,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4562,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4563,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4564,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4565,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4566,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4567,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4568,平飞,平飞,静止,静止,向右飞行,静止,向右上升飞行
4569,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4570,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4571,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4572,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4573,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4574,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4575,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4576,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4577,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4578,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4579,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4580,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4581,平飞,平飞,静止,静止,向左上升飞行,静止,向右下降飞行
4582,平飞,平飞,静止,静止,向左上升飞行,静止,向右下降飞行
4583,平飞,平飞,静止,静止,向左上升飞行,静止,向右下降飞行
4584,平飞,平飞,静止,静止,向左上升飞行,静止,向右下降飞行
4585,平飞,平飞,静止,静止,向左上升飞行,静止,向右下降飞行
4586,平飞,平飞,静止,静止,向左上升飞行,静止,向右下降飞行
4587,平飞,平飞,静止,静止,向左上升飞行,静止,向右下降飞行
4588,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4589,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4590,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4591,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4592,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4593,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4594,平飞,平飞,静止,静止,向左飞行,静止,向右上升飞行
4595,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4596,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4597,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4598,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4599,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4600,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4601,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4602,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4603,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4604,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4605,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4606,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4607,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4608,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4609,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4610,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4611,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4612,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4613,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4614,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4615,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4616,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4617,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4618,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4619,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4620,平飞,平飞,静止,静止,向左飞行,静止,向左下降飞行
4621,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4622,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4623,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4624,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4625,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4626,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4627,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4628,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4629,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4630,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4631,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4632,平飞,平飞,静止,静止,向左飞行,静止,向右下降飞行
4633,平飞,平飞,静止,静止,向左飞行,静止,向左上升飞行
4634,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4635,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4636,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4637,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4638,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4639,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4640,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4641,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4642,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4643,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4644,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4645,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4646,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4647,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4648,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4649,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4650,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4651,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4652,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4653,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4654,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4655,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4656,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4657,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4658,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4659,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4660,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4661,平飞,平飞,静止,静止,向右飞行,静止,向左上升飞行
4662,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4663,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4664,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4665,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4666,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4667,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4668,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4669,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4670,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4671,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4672,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4673,平飞,平飞,静止,静止,向右飞行,静止,向左下降飞行
4674,平飞,平飞,静止,静止,向右上升飞行,静止,向左下降飞行
4675,平飞,平飞,静止,静止,向右上升飞行,静止,向左下降飞行
4676,平飞,平飞,静止,静止,向右上升飞行,静止,向左下降飞行
4677,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4678,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4679,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4680,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4681,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4682,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4683,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4684,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4685,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4686,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4687,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4688,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4689,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4690,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4691,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4692,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4693,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4694,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4695,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4696,平飞,平飞,静止,静止,向右上升飞行,静止,向左飞行
4697,平飞,平飞,静止,静止,向左飞行,静止,向左飞行
4698,平飞,平飞,静止,静止,向左飞行,静止,向左飞行
4699,平飞,平飞,静止,静止,向左飞行,静止,向左飞行
4700,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4701,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4702,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4703,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4704,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4705,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4706,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4707,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4708,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4709,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4710,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4711,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4712,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4713,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4714,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4715,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4716,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4717,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4718,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4719,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4720,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4721,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4722,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4723,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4724,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4725,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4726,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4727,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4728,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4729,平飞,平飞,静止,静止,向左飞行,静止,向右飞行
4730,平飞,平飞,静止,静止,向右下降飞行,静止,向右飞行
4731,平飞,平飞,静止,静止,向右下降飞行,静止,向右飞行
4732,平飞,平飞,静止,静止,向右下降飞行,静止,向右飞行
4733,平飞,平飞,静止,静止,向右下降飞行,静止,向右飞行
4734,平飞,平飞,静止,静止,向右下降飞行,静止,向右下降飞行
4735,平飞,平飞,静止,静止,向右下降飞行,静止,向右下降飞行
4736,平飞,平飞,静止,静止,向右下降飞行,静止,向右下降飞行
4737,平飞,平飞,静止,静止,向左下降飞行,静止,向右下降飞行
4738,平飞,平飞,静止,静止,向左下降飞行,静止,向右下降飞行
4739,平飞,平飞,静止,静止,向左下降飞行,静止,向右上升飞行
4740,平飞,平飞,静止,静止,向左下降飞行,静止,向右上升飞行
4741,平飞,平飞,静止,静止,向左下降飞行,静止,向右上升飞行
4742,平飞,平飞,静止,静止,向左下降飞行,静止,向右上升飞行
4743,平飞,平飞,静止,静止,向左下降飞行,静止,向右上升飞行
4744,平飞,平飞,静止,静止,向左下降飞行,静止,向右上升飞行
4745,平飞,平飞,静止,静止,向左下降飞行,静止,向右上升飞行
4746,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4747,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4748,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4749,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4750,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
4751,平飞,平飞,静止,静止,向右上升飞行,静止,向左上升飞行
