UnixTime,103,104,105,10D,10E,202,20E,50B
2566,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2567,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2568,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2569,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2570,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2571,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2572,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2573,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2574,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2575,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2576,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2577,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2578,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2579,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2580,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2581,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2582,向左上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向左下降飞行
2583,向左上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向左下降飞行
2584,向左上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向左下降飞行
2585,向左上升飞行,向左下降飞行,向右上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向左下降飞行
2586,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向左上升飞行,向左下降飞行
2587,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向左上升飞行,向左下降飞行
2588,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向左上升飞行,向左上升飞行
2589,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向左上升飞行,向左上升飞行
2590,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2591,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2592,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2593,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2594,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2595,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2596,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2597,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2598,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2599,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2600,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2601,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2602,向左上升飞行,向左上升飞行,向右下降飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2603,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2604,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2605,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2606,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左下降飞行
2607,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2608,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2609,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2610,向右上升飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向右上升飞行,向左上升飞行
2611,向右上升飞行,向左上升飞行,向右上升飞行,向左下降飞行,静止,平飞,向右上升飞行,向左上升飞行
2612,向右上升飞行,向左上升飞行,向右上升飞行,向左下降飞行,静止,平飞,向右上升飞行,向左上升飞行
2613,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右上升飞行,向左上升飞行
2614,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右上升飞行,向左上升飞行
2615,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2616,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2617,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2618,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2619,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2620,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2621,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2622,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2623,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2624,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2625,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2626,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2627,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2628,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2629,向右上升飞行,平飞,向右上升飞行,向左下降飞行,静止,平飞,向右飞行,向左上升飞行
2630,向右上升飞行,平飞,向右上升飞行,向左上升飞行,静止,平飞,向右飞行,向左上升飞行
2631,向右上升飞行,平飞,向右上升飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2632,向右上升飞行,平飞,向右上升飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2633,向右上升飞行,平飞,向右上升飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2634,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2635,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2636,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2637,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2638,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2639,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2640,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2641,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2642,平飞,平飞,向右上升飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2643,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2644,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2645,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2646,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2647,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2648,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2649,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2650,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,下降飞行,向左上升飞行
2651,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2652,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2653,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右下降飞行,向左上升飞行
2654,平飞,平飞,向右飞行,上升飞行,静止,平飞,向右下降飞行,向左下降飞行
2655,平飞,平飞,向右飞行,上升飞行,静止,平飞,向右下降飞行,向左下降飞行
2656,平飞,平飞,向右飞行,上升飞行,静止,平飞,向右下降飞行,向左下降飞行
2657,平飞,平飞,向右飞行,上升飞行,静止,平飞,向右下降飞行,向左下降飞行
2658,平飞,平飞,向右飞行,上升飞行,静止,平飞,向右下降飞行,向左下降飞行
2659,平飞,平飞,向右飞行,上升飞行,静止,平飞,向右上升飞行,下降飞行
2660,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,下降飞行
2661,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,下降飞行
2662,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,下降飞行
2663,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,下降飞行
2664,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,下降飞行
2665,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,下降飞行
2666,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,下降飞行
2667,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,上升飞行
2668,平飞,平飞,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,上升飞行
2669,平飞,下降飞行,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,上升飞行
2670,平飞,下降飞行,向右飞行,向左上升飞行,静止,平飞,向右上升飞行,上升飞行
2671,平飞,下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,上升飞行
2672,平飞,下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,上升飞行
2673,平飞,下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,上升飞行
2674,平飞,下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,上升飞行
2675,平飞,下降飞行,向右飞行,向右下降飞行,静止,平飞,向右飞行,上升飞行
2676,平飞,下降飞行,向右飞行,向右下降飞行,静止,平飞,向右飞行,上升飞行
2677,平飞,下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,上升飞行
2678,平飞,下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,上升飞行
2679,平飞,下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,上升飞行
2680,平飞,下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,上升飞行
2681,平飞,下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,上升飞行
2682,平飞,下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,向右下降飞行
2683,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,向右下降飞行
2684,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,向右下降飞行
2685,平飞,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右飞行,向右下降飞行
2686,平飞,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右飞行,向右下降飞行
2687,平飞,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右飞行,向右下降飞行
2688,平飞,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右飞行,向右下降飞行
2689,平飞,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右飞行,向右下降飞行
2690,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,向右下降飞行
2691,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右飞行,向右上升飞行
2692,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右上升飞行
2693,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右上升飞行
2694,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右上升飞行
2695,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右下降飞行
2696,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右下降飞行
2697,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右下降飞行
2698,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右下降飞行
2699,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右下降飞行
2700,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右下降飞行,向右下降飞行
2701,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右上升飞行,向右下降飞行
2702,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右上升飞行,向右下降飞行
2703,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右上升飞行,向右下降飞行
2704,平飞,向右下降飞行,向右飞行,向右上升飞行,静止,平飞,向右上升飞行,向右下降飞行
2705,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2706,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2707,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2708,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2709,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2710,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2711,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2712,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2713,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2714,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2715,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2716,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2717,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2718,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2719,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向右下降飞行
2720,向左上升飞行,向右下降飞行,向右飞行,向右下降飞行,静止,平飞,向右上升飞行,向左上升飞行
2721,向左上升飞行,向右下降飞行,向右飞行,向右飞行,静止,平飞,向右上升飞行,向左上升飞行
2722,向左上升飞行,向右下降飞行,向右飞行,向右飞行,静止,平飞,向右上升飞行,向左上升飞行
2723,向左上升飞行,向右下降飞行,向右飞行,向右飞行,静止,平飞,向左下降飞行,向左上升飞行
2724,向左上升飞行,向右下降飞行,向左下降飞行,向右飞行,静止,平飞,向左下降飞行,向左上升飞行
2725,向左上升飞行,向右下降飞行,向左下降飞行,向右飞行,静止,平飞,向左下降飞行,向左上升飞行
2726,向左上升飞行,向右下降飞行,向左下降飞行,向右飞行,静止,平飞,向左下降飞行,向左上升飞行
2727,向左上升飞行,向右下降飞行,向左下降飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2728,向左上升飞行,向左飞行,向左下降飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2729,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2730,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2731,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2732,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2733,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2734,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2735,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2736,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2737,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2738,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2739,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2740,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2741,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2742,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2743,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右上升飞行
2744,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右下降飞行
2745,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右下降飞行
2746,向左上升飞行,向左飞行,向左上升飞行,向右飞行,静止,平飞,向左下降飞行,向右下降飞行
2747,向左上升飞行,向左飞行,向左上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2748,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2749,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2750,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2751,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2752,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2753,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2754,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2755,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2756,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2757,向左上升飞行,向左飞行,向右上升飞行,平飞,静止,平飞,向左下降飞行,向右下降飞行
2758,向左上升飞行,向左飞行,向右上升飞行,向右下降飞行,静止,平飞,向左下降飞行,向右下降飞行
2759,向左上升飞行,向左飞行,向右下降飞行,向右下降飞行,静止,平飞,向左下降飞行,向右下降飞行
2760,向左上升飞行,向左飞行,向右下降飞行,向右下降飞行,静止,平飞,向左下降飞行,向右下降飞行
2761,向左上升飞行,向左飞行,向右下降飞行,向右下降飞行,静止,平飞,向左下降飞行,向右下降飞行
2762,向左上升飞行,向左飞行,向右下降飞行,向右下降飞行,静止,平飞,向左下降飞行,向右下降飞行
2763,向左上升飞行,向左飞行,向右下降飞行,向右下降飞行,静止,平飞,向左下降飞行,向右下降飞行
2764,向左上升飞行,向左飞行,向右下降飞行,向右下降飞行,静止,平飞,向左下降飞行,向右上升飞行
2765,向左上升飞行,向左飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右上升飞行
2766,向左上升飞行,向右上升飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右上升飞行
2767,向左上升飞行,向右上升飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右上升飞行
2768,向左上升飞行,向右上升飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右上升飞行
2769,向左上升飞行,向右上升飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右下降飞行
2770,向左上升飞行,向右下降飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右下降飞行
2771,向左上升飞行,向右下降飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右下降飞行
2772,向左上升飞行,向右下降飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右下降飞行
2773,向左上升飞行,向右下降飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右下降飞行
2774,向左上升飞行,向右下降飞行,向右下降飞行,向右下降飞行,静止,平飞,向左上升飞行,向右下降飞行
2775,向左上升飞行,向右下降飞行,向右下降飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2776,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2777,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2778,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2779,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2780,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2781,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2782,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2783,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2784,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2785,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2786,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右下降飞行
2787,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2788,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2789,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左上升飞行,向右上升飞行
2790,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2791,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2792,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2793,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2794,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2795,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2796,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2797,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2798,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2799,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2800,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行,静止,平飞,向左下降飞行,向右上升飞行
2801,向右下降飞行,向左上升飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右上升飞行
2802,向右下降飞行,向左上升飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右上升飞行
2803,向右下降飞行,向左上升飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右上升飞行
2804,向右下降飞行,向左上升飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右上升飞行
2805,向右下降飞行,向左上升飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右上升飞行
2806,向左下降飞行,向左下降飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右下降飞行
2807,向左下降飞行,向左下降飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右下降飞行
2808,向左下降飞行,向左下降飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右下降飞行
2809,向左下降飞行,向左下降飞行,向右上升飞行,向左飞行,静止,平飞,向左下降飞行,向右下降飞行
2810,向左下降飞行,向左下降飞行,向右上升飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2811,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2812,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2813,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2814,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2815,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2816,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2817,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2818,向左下降飞行,向左下降飞行,向左下降飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2819,向左下降飞行,向左下降飞行,向左上升飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2820,向左下降飞行,向左下降飞行,向左上升飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2821,向左下降飞行,向左下降飞行,向左上升飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2822,向左下降飞行,向左下降飞行,向左上升飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2823,向左下降飞行,向左下降飞行,向左上升飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
2824,向左下降飞行,向左下降飞行,向左上升飞行,向左飞行,静止,平飞,向左上升飞行,向右下降飞行
